median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
212500.00,4.14,22.00,1892.00,442.00,1015.00,404.00,33.80,-118.06
195300.00,3.62,20.00,1379.00,333.00,937.00,304.00,33.80,-118.06
193100.00,3.64,17.00,2439.00,554.00,1161.00,532.00,33.80,-118.07
277400.00,3.25,19.00,1863.00,355.00,1260.00,317.00,33.79,-118.05
256000.00,4.54,21.00,6623.00,1204.00,3193.00,1129.00,33.84,-118.04
329700.00,6.98,21.00,4890.00,653.00,2295.00,654.00,33.84,-118.05
320700.00,4.67,19.00,4526.00,830.00,2318.00,748.00,33.83,-118.04
273900.00,5.84,26.00,4105.00,637.00,2072.00,648.00,33.82,-118.04
201900.00,4.05,20.00,1488.00,312.00,972.00,283.00,33.83,-118.04
159600.00,5.12,25.00,1548.00,279.00,732.00,265.00,33.82,-118.05
190900.00,4.58,25.00,2637.00,462.00,965.00,415.00,33.82,-118.06
263000.00,5.42,25.00,3497.00,513.00,1839.00,544.00,33.81,-118.06
398800.00,8.54,22.00,2711.00,352.00,1305.00,368.00,33.81,-118.07
218200.00,3.88,22.00,1391.00,338.00,810.00,295.00,33.80,-118.07
237500.00,3.32,21.00,1189.00,281.00,577.00,264.00,33.81,-118.08
244400.00,5.61,17.00,1851.00,346.00,770.00,310.00,33.82,-118.03
245300.00,3.68,17.00,2178.00,477.00,1077.00,457.00,33.82,-118.03
318500.00,6.02,20.00,2662.00,464.00,1275.00,472.00,33.82,-118.03
258300.00,4.75,19.00,2485.00,437.00,1286.00,431.00,33.82,-118.02
260000.00,3.29,16.00,1139.00,328.00,665.00,290.00,33.83,-118.02
198400.00,4.22,34.00,3203.00,653.00,2072.00,691.00,33.83,-118.03
229600.00,4.63,25.00,3030.00,532.00,1668.00,509.00,33.83,-118.03
132800.00,3.17,25.00,768.00,195.00,529.00,184.00,33.83,-118.03
226400.00,4.53,22.00,5290.00,1054.00,2812.00,1021.00,33.83,-118.06
286700.00,5.70,24.00,4316.00,678.00,2286.00,665.00,33.83,-118.05
343900.00,4.88,21.00,3941.00,655.00,1897.00,670.00,33.83,-118.06
386700.00,8.61,21.00,2997.00,372.00,1323.00,372.00,33.82,-118.05
163800.00,3.85,17.00,1973.00,516.00,1112.00,501.00,33.83,-118.06
213400.00,4.65,24.00,3983.00,675.00,1568.00,638.00,33.82,-118.06
241000.00,5.85,22.00,4057.00,624.00,2204.00,643.00,33.81,-118.04
216100.00,5.68,27.00,2990.00,515.00,1849.00,497.00,33.81,-118.04
234600.00,5.25,26.00,2523.00,437.00,1377.00,450.00,33.81,-118.05
237400.00,5.71,26.00,3635.00,567.00,1779.00,543.00,33.81,-118.03
289300.00,4.54,19.00,1795.00,328.00,1014.00,322.00,33.86,-118.03
279200.00,5.61,24.00,2233.00,347.00,1162.00,355.00,33.85,-118.04
315900.00,5.78,23.00,3132.00,469.00,1646.00,478.00,33.85,-118.04
313100.00,6.17,25.00,2856.00,388.00,1212.00,362.00,33.85,-118.05
328500.00,7.51,18.00,3628.00,546.00,1922.00,544.00,33.85,-118.04
344400.00,3.84,16.00,1831.00,390.00,1347.00,389.00,33.85,-118.03
208600.00,4.98,29.00,3963.00,772.00,2104.00,743.00,33.83,-118.01
215600.00,3.96,29.00,3740.00,691.00,1724.00,638.00,33.84,-118.01
196000.00,4.02,28.00,3857.00,857.00,2328.00,830.00,33.84,-118.03
217600.00,3.15,26.00,3616.00,892.00,2257.00,821.00,33.83,-118.02
204500.00,3.79,21.00,2052.00,456.00,1173.00,432.00,33.82,-118.02
192300.00,4.16,10.00,3897.00,893.00,1992.00,693.00,33.82,-118.01
190100.00,4.46,18.00,5238.00,1083.00,3032.00,1065.00,33.81,-118.01
200900.00,5.12,34.00,3482.00,614.00,2227.00,641.00,33.81,-118.02
220700.00,5.67,26.00,2342.00,383.00,1290.00,394.00,33.86,-118.02
213000.00,5.34,31.00,1922.00,329.00,1030.00,353.00,33.85,-118.02
203700.00,4.09,30.00,2320.00,448.00,1434.00,452.00,33.85,-118.03
224100.00,3.92,23.00,5495.00,1141.00,2873.00,1004.00,33.85,-118.03
209300.00,3.89,29.00,2064.00,447.00,1265.00,400.00,33.85,-118.01
195200.00,4.63,29.00,3061.00,612.00,2396.00,640.00,33.85,-118.01
188000.00,4.51,34.00,1078.00,205.00,575.00,206.00,33.85,-118.00
194200.00,3.43,29.00,2307.00,452.00,1218.00,402.00,33.86,-118.01
202100.00,4.50,28.00,4097.00,838.00,2112.00,803.00,33.84,-118.01
213400.00,5.18,35.00,4166.00,713.00,2354.00,709.00,33.84,-118.01
214100.00,4.48,35.00,3473.00,563.00,2091.00,580.00,33.84,-118.02
226400.00,5.47,30.00,4781.00,831.00,2568.00,797.00,33.84,-118.03
187200.00,3.42,36.00,1138.00,228.00,725.00,219.00,33.86,-117.99
212600.00,4.98,34.00,1948.00,306.00,957.00,304.00,33.85,-117.99
197200.00,4.05,33.00,2053.00,418.00,1154.00,405.00,33.85,-118.00
203000.00,3.88,32.00,1162.00,196.00,563.00,178.00,33.86,-118.00
192600.00,5.25,35.00,1661.00,272.00,949.00,276.00,33.85,-117.99
207000.00,5.10,34.00,2079.00,343.00,1379.00,352.00,33.84,-117.99
195100.00,4.00,30.00,1549.00,325.00,885.00,299.00,33.84,-118.00
165100.00,2.82,29.00,2641.00,637.00,2413.00,619.00,33.84,-118.00
185700.00,3.14,25.00,6348.00,1615.00,4188.00,1497.00,33.87,-118.01
178000.00,3.03,20.00,3540.00,906.00,2898.00,876.00,33.86,-117.99
268100.00,4.71,28.00,1624.00,289.00,755.00,280.00,33.88,-118.00
269600.00,3.37,19.00,1434.00,391.00,1088.00,341.00,33.88,-118.01
159400.00,4.24,15.00,2298.00,567.00,1261.00,527.00,33.88,-117.99
161100.00,3.96,42.00,1461.00,302.00,986.00,314.00,33.88,-117.99
170800.00,2.73,18.00,2628.00,720.00,2276.00,649.00,33.88,-118.00
174000.00,3.12,16.00,1689.00,499.00,1260.00,453.00,33.87,-117.99
165600.00,2.95,13.00,2086.00,544.00,1356.00,462.00,33.87,-118.00
217000.00,3.01,17.00,2334.00,537.00,1662.00,535.00,33.87,-117.99
161900.00,3.59,34.00,1239.00,307.00,869.00,291.00,33.87,-117.99
176100.00,2.90,20.00,2303.00,612.00,1607.00,564.00,33.86,-117.99
393700.00,7.14,18.00,2939.00,437.00,1278.00,435.00,33.89,-117.98
240600.00,6.67,25.00,3401.00,509.00,1503.00,498.00,33.88,-117.99
160500.00,4.50,21.00,5195.00,1020.00,2539.00,988.00,33.89,-117.99
347800.00,8.56,23.00,2111.00,306.00,979.00,288.00,33.89,-117.99
181800.00,5.13,17.00,1851.00,344.00,764.00,339.00,33.89,-117.97
137500.00,2.86,17.00,1740.00,445.00,1158.00,412.00,33.89,-117.97
185100.00,5.07,9.00,1344.00,279.00,530.00,265.00,33.88,-117.97
218500.00,6.24,11.00,1454.00,247.00,635.00,236.00,33.88,-117.97
367400.00,9.07,15.00,3801.00,542.00,1992.00,526.00,33.89,-117.97
321600.00,6.04,16.00,2003.00,300.00,1172.00,318.00,33.88,-117.97
462800.00,10.23,14.00,923.00,136.00,420.00,130.00,33.89,-117.97
143800.00,1.71,33.00,1849.00,384.00,218.00,92.00,39.17,-120.10
124000.00,2.20,30.00,2979.00,583.00,316.00,124.00,39.09,-120.06
170000.00,1.19,22.00,2213.00,372.00,98.00,42.00,39.15,-120.06
200000.00,4.13,15.00,2146.00,361.00,197.00,76.00,39.12,-120.20
171900.00,3.04,25.00,2171.00,386.00,248.00,116.00,39.14,-120.18
127800.00,3.97,21.00,2484.00,460.00,309.00,144.00,39.14,-120.16
146900.00,3.66,18.00,1703.00,360.00,354.00,163.00,39.17,-120.18
145800.00,2.91,32.00,1684.00,359.00,454.00,209.00,39.17,-120.15
176600.00,5.75,25.00,1669.00,348.00,163.00,78.00,39.15,-120.15
283300.00,4.10,14.00,1382.00,242.00,141.00,66.00,39.20,-120.15
179200.00,3.57,17.00,2839.00,525.00,390.00,189.00,39.18,-120.12
360000.00,5.55,18.00,3824.00,559.00,241.00,106.00,39.19,-120.10
213200.00,3.94,17.00,1480.00,241.00,202.00,80.00,39.19,-120.10
196900.00,3.09,20.00,1703.00,294.00,409.00,174.00,39.20,-120.10
158300.00,4.58,18.00,2245.00,392.00,421.00,162.00,39.21,-120.11
153300.00,3.12,21.00,3005.00,574.00,385.00,150.00,39.24,-120.11
146900.00,4.82,19.00,1746.00,306.00,251.00,104.00,39.23,-120.08
169500.00,4.96,20.00,3729.00,614.00,365.00,152.00,39.24,-120.07
163500.00,3.01,21.00,2459.00,525.00,584.00,233.00,39.25,-120.06
123800.00,2.65,30.00,2369.00,469.00,510.00,213.00,39.24,-120.04
154500.00,4.14,24.00,2237.00,491.00,264.00,95.00,39.27,-120.04
99300.00,1.76,24.00,1602.00,426.00,751.00,257.00,39.24,-120.02
93600.00,3.01,22.00,2309.00,571.00,919.00,342.00,39.24,-120.02
225000.00,1.83,32.00,1347.00,444.00,825.00,303.00,39.24,-120.02
139300.00,2.60,26.00,1930.00,391.00,307.00,138.00,39.26,-120.01
146800.00,3.65,13.00,7689.00,1415.00,3264.00,1198.00,38.98,-120.91
101000.00,2.82,30.00,806.00,189.00,326.00,146.00,39.02,-120.81
118200.00,2.29,19.00,1048.00,262.00,493.00,184.00,39.12,-120.69
97700.00,2.63,15.00,1117.00,242.00,551.00,229.00,39.02,-120.83
143000.00,2.54,18.00,6501.00,1416.00,2954.00,1373.00,38.91,-121.06
138400.00,2.43,27.00,3436.00,755.00,1568.00,709.00,38.90,-121.08
184300.00,4.29,17.00,7635.00,1284.00,3096.00,1227.00,38.88,-121.06
139000.00,2.67,41.00,3471.00,753.00,1680.00,710.00,38.89,-121.08
122200.00,1.74,52.00,1280.00,281.00,523.00,266.00,38.90,-121.07
239400.00,5.29,20.00,2024.00,313.00,879.00,309.00,38.89,-121.15
216500.00,3.38,17.00,3949.00,717.00,1683.00,686.00,38.86,-121.12
128100.00,3.09,48.00,1127.00,188.00,530.00,186.00,38.87,-121.13
193100.00,4.27,23.00,1654.00,299.00,787.00,299.00,38.91,-121.15
220100.00,6.00,10.00,2509.00,422.00,1037.00,389.00,38.85,-121.08
237100.00,5.17,17.00,3353.00,463.00,1417.00,447.00,38.74,-121.16
287800.00,6.48,15.00,10282.00,1333.00,3868.00,1300.00,38.77,-121.14
276600.00,8.49,27.00,771.00,108.00,315.00,111.00,38.75,-121.16
236500.00,4.21,22.00,2750.00,433.00,1161.00,428.00,38.84,-121.14
233000.00,5.07,22.00,1816.00,278.00,832.00,278.00,38.82,-121.14
217500.00,4.17,20.00,2104.00,370.00,745.00,314.00,38.80,-121.15
277800.00,6.16,13.00,3480.00,528.00,1432.00,532.00,38.78,-121.18
220100.00,5.19,18.00,2541.00,414.00,1276.00,405.00,38.80,-121.18
239200.00,3.16,16.00,1608.00,296.00,792.00,286.00,38.76,-121.21
264400.00,4.40,11.00,4552.00,639.00,2006.00,623.00,38.75,-121.21
394000.00,6.53,14.00,2028.00,255.00,781.00,251.00,38.76,-121.17
334800.00,7.75,11.00,4897.00,636.00,1931.00,616.00,38.73,-121.20
273100.00,6.03,16.00,1584.00,264.00,613.00,226.00,38.73,-121.18
247600.00,4.79,16.00,2807.00,459.00,1201.00,429.00,38.75,-121.18
229600.00,5.49,5.00,9137.00,1368.00,3667.00,1294.00,38.75,-121.24
203700.00,4.90,12.00,3605.00,576.00,1556.00,549.00,38.72,-121.24
154900.00,2.61,19.00,3869.00,887.00,2086.00,685.00,38.74,-121.27
172100.00,5.35,14.00,3323.00,499.00,1527.00,540.00,38.73,-121.26
135900.00,3.39,22.00,7173.00,1314.00,3526.00,1316.00,38.74,-121.26
267400.00,5.42,6.00,4223.00,672.00,1747.00,631.00,38.73,-121.28
198700.00,6.08,6.00,4664.00,644.00,2105.00,663.00,38.72,-121.27
179400.00,4.49,10.00,7277.00,1168.00,3507.00,1131.00,38.72,-121.25
128500.00,2.51,21.00,4812.00,1117.00,1985.00,1045.00,38.75,-121.27
134700.00,4.05,33.00,4384.00,778.00,1775.00,789.00,38.74,-121.28
139200.00,3.65,9.00,5558.00,1099.00,2717.00,1043.00,38.73,-121.30
220100.00,3.14,21.00,2253.00,416.00,1050.00,411.00,38.73,-121.36
186300.00,4.39,14.00,1449.00,228.00,670.00,232.00,38.74,-121.32
129200.00,4.05,7.00,4185.00,750.00,2147.00,706.00,38.75,-121.31
86300.00,2.65,36.00,3903.00,885.00,2313.00,804.00,38.75,-121.30
83800.00,2.11,52.00,493.00,89.00,189.00,94.00,38.75,-121.28
87900.00,2.36,41.00,4374.00,1039.00,2387.00,959.00,38.74,-121.30
169300.00,4.23,3.00,20214.00,3559.00,8361.00,3112.00,38.77,-121.33
101900.00,2.14,47.00,2901.00,631.00,1276.00,578.00,38.76,-121.28
85300.00,2.72,43.00,1292.00,307.00,647.00,249.00,38.75,-121.27
187500.00,6.01,12.00,1198.00,174.00,443.00,170.00,38.76,-121.29
201400.00,5.87,6.00,3819.00,550.00,1738.00,587.00,38.77,-121.28
147900.00,3.82,7.00,9003.00,1739.00,4445.00,1591.00,38.80,-121.28
141100.00,3.53,11.00,1851.00,352.00,1049.00,369.00,38.78,-121.24
136500.00,0.87,18.00,549.00,143.00,249.00,136.00,38.78,-121.24
142600.00,2.08,13.00,3813.00,871.00,1513.00,783.00,38.78,-121.23
218000.00,6.39,8.00,3418.00,514.00,1312.00,409.00,38.78,-121.22
217300.00,5.45,5.00,12259.00,1643.00,4819.00,1582.00,38.82,-121.24
188700.00,5.52,14.00,5094.00,729.00,1974.00,705.00,38.80,-121.25
173200.00,3.79,15.00,2615.00,485.00,1063.00,428.00,38.79,-121.24
110200.00,3.19,23.00,1419.00,261.00,706.00,269.00,38.79,-121.24
92000.00,2.23,45.00,907.00,176.00,463.00,190.00,38.79,-121.23
124800.00,3.53,11.00,2521.00,521.00,1390.00,477.00,38.80,-121.22
209400.00,6.00,20.00,3118.00,500.00,1405.00,519.00,38.87,-121.19
151900.00,3.56,21.00,3691.00,640.00,1758.00,603.00,38.83,-121.21
139400.00,4.41,8.00,4114.00,710.00,2268.00,716.00,38.85,-121.19
124400.00,2.95,15.00,4488.00,859.00,2114.00,805.00,38.83,-121.18
162700.00,4.09,19.00,3568.00,646.00,1714.00,590.00,38.85,-121.39
126400.00,4.03,16.00,3155.00,541.00,1630.00,540.00,39.00,-121.30
82100.00,2.71,16.00,1210.00,228.00,726.00,222.00,38.97,-121.31
192600.00,4.50,19.00,2531.00,461.00,1206.00,429.00,38.92,-121.22
191400.00,4.48,16.00,2094.00,358.00,1092.00,357.00,38.87,-121.27
108700.00,3.17,45.00,2019.00,394.00,1104.00,407.00,38.90,-121.29
93600.00,2.77,31.00,1297.00,259.00,765.00,240.00,38.90,-121.28
110800.00,3.39,10.00,653.00,120.00,407.00,146.00,38.89,-121.29
99300.00,3.47,23.00,1750.00,297.00,1012.00,315.00,38.89,-121.30
91300.00,2.99,45.00,1529.00,317.00,793.00,281.00,38.89,-121.30
111300.00,2.82,9.00,5927.00,1269.00,3369.00,1176.00,38.89,-121.32
212000.00,4.68,16.00,2069.00,312.00,889.00,299.00,38.92,-121.14
135500.00,3.03,21.00,4064.00,871.00,1847.00,859.00,38.92,-121.10
190500.00,4.07,24.00,2558.00,423.00,1149.00,403.00,38.91,-121.11
125000.00,1.02,42.00,410.00,117.00,706.00,112.00,38.94,-121.10
164000.00,4.51,15.00,5301.00,884.00,2335.00,831.00,38.92,-121.07
158800.00,3.30,34.00,2144.00,372.00,899.00,378.00,38.92,-121.05
220600.00,4.36,15.00,4145.00,691.00,1872.00,680.00,39.00,-121.15
196300.00,4.51,16.00,2544.00,431.00,1199.00,412.00,38.95,-121.19
158600.00,1.82,14.00,3888.00,890.00,1830.00,844.00,38.95,-121.11
55300.00,2.13,17.00,1475.00,403.00,943.00,363.00,38.95,-121.10
212800.00,4.70,14.00,2267.00,355.00,1140.00,369.00,38.98,-121.06
201900.00,4.82,12.00,3676.00,550.00,1572.00,510.00,38.97,-121.05
191900.00,5.25,13.00,1467.00,221.00,688.00,231.00,38.97,-121.09
192300.00,5.01,16.00,1106.00,195.00,505.00,187.00,39.00,-121.10
156100.00,2.75,18.00,1931.00,380.00,1271.00,377.00,38.95,-121.08
167700.00,2.43,14.00,4239.00,824.00,1729.00,794.00,38.93,-121.08
150700.00,4.71,14.00,1710.00,294.00,839.00,297.00,38.94,-121.07
153200.00,2.75,22.00,1931.00,445.00,1009.00,407.00,38.95,-121.04
166800.00,2.37,17.00,2289.00,450.00,1182.00,397.00,39.04,-120.99
162900.00,3.64,17.00,3403.00,661.00,1540.00,622.00,38.99,-120.98
174300.00,4.81,21.00,4059.00,730.00,1874.00,693.00,39.00,-121.04
185400.00,3.97,17.00,4786.00,799.00,2066.00,770.00,39.01,-121.02
312500.00,10.99,4.00,170.00,23.00,93.00,27.00,39.00,-121.00
142700.00,3.92,25.00,2691.00,598.00,964.00,373.00,39.18,-120.87
128900.00,2.86,17.00,1819.00,389.00,736.00,283.00,39.15,-120.87
118800.00,3.01,15.00,4126.00,903.00,723.00,266.00,39.27,-120.58
175000.00,3.00,16.00,868.00,178.00,44.00,21.00,39.30,-120.33
141300.00,4.08,14.00,10098.00,1545.00,701.00,254.00,39.28,-120.18
244000.00,3.37,22.00,8259.00,1409.00,845.00,353.00,39.20,-120.22
139100.00,2.53,24.00,2069.00,436.00,909.00,374.00,39.12,-120.96
148000.00,3.04,20.00,4570.00,906.00,2125.00,815.00,39.08,-120.98
151500.00,3.20,8.00,3758.00,717.00,1744.00,661.00,39.05,-120.94
87800.00,1.89,25.00,2220.00,511.00,912.00,449.00,39.93,-120.98
83500.00,2.81,26.00,2023.00,385.00,922.00,365.00,39.93,-120.95
70900.00,2.02,20.00,1511.00,328.00,791.00,320.00,39.90,-120.93
81900.00,2.88,23.00,2679.00,546.00,1424.00,529.00,39.93,-120.90
96600.00,3.54,20.00,1349.00,238.00,601.00,203.00,39.95,-120.90
118800.00,2.96,15.00,1666.00,351.00,816.00,316.00,39.96,-120.93
102500.00,2.65,35.00,383.00,92.00,202.00,72.00,40.02,-120.92
88200.00,2.27,23.00,1017.00,218.00,387.00,152.00,39.90,-120.74
102000.00,2.12,15.00,1291.00,283.00,582.00,242.00,39.78,-120.57
130500.00,2.20,15.00,3763.00,784.00,717.00,348.00,39.72,-120.66
126500.00,3.96,9.00,1955.00,398.00,294.00,122.00,39.82,-120.74
83000.00,2.59,8.00,1116.00,214.00,27.00,39.00,39.75,-121.00
88800.00,2.21,16.00,2534.00,557.00,638.00,244.00,39.86,-121.14
71900.00,2.52,18.00,1234.00,266.00,543.00,201.00,39.79,-120.53
100000.00,2.38,11.00,513.00,104.00,204.00,86.00,39.78,-120.48
55900.00,1.78,47.00,2149.00,456.00,965.00,419.00,39.80,-120.45
75900.00,2.27,18.00,3406.00,673.00,1567.00,617.00,39.83,-120.46
92800.00,2.17,10.00,1262.00,258.00,510.00,209.00,39.82,-120.38
82500.00,3.06,19.00,785.00,151.00,366.00,140.00,39.80,-120.15
89200.00,2.21,22.00,1334.00,261.00,597.00,222.00,40.17,-120.94
69600.00,2.21,24.00,1629.00,313.00,641.00,274.00,40.08,-120.91
58000.00,1.58,31.00,3127.00,664.00,1345.00,580.00,40.14,-120.94
75000.00,1.63,38.00,725.00,190.00,219.00,115.00,40.01,-121.23
89400.00,2.96,19.00,897.00,180.00,276.00,110.00,40.13,-120.71
67500.00,2.63,25.00,958.00,245.00,28.00,16.00,40.27,-121.25
93600.00,3.60,36.00,1597.00,301.00,632.00,262.00,40.31,-121.24
77100.00,2.15,21.00,3229.00,667.00,1501.00,582.00,40.29,-121.23
193800.00,5.85,10.00,1572.00,232.00,247.00,104.00,40.23,-121.19
137500.00,1.69,11.00,919.00,199.00,69.00,43.00,40.19,-121.08
143800.00,3.48,23.00,1127.00,225.00,215.00,85.00,40.23,-121.06
113400.00,3.65,15.00,1717.00,336.00,501.00,206.00,40.30,-121.09
111500.00,1.69,17.00,1944.00,394.00,384.00,172.00,40.29,-121.14
145200.00,3.35,14.00,5156.00,880.00,616.00,281.00,40.25,-121.15
87800.00,2.55,38.00,1214.00,254.00,723.00,236.00,34.00,-117.35
92900.00,2.97,42.00,1178.00,261.00,804.00,283.00,33.99,-117.36
88900.00,2.43,36.00,730.00,155.00,476.00,142.00,34.00,-117.37
90600.00,3.02,41.00,1248.00,278.00,770.00,250.00,34.00,-117.37
105100.00,3.36,19.00,4592.00,895.00,2769.00,838.00,34.00,-117.36
124200.00,3.64,15.00,1386.00,247.00,703.00,185.00,34.01,-117.37
123800.00,3.37,45.00,2881.00,514.00,1470.00,515.00,34.00,-117.38
141700.00,2.71,52.00,1797.00,332.00,905.00,313.00,33.99,-117.38
101600.00,2.03,52.00,2274.00,571.00,1167.00,504.00,33.98,-117.38
169100.00,3.15,37.00,2337.00,452.00,948.00,437.00,33.98,-117.39
125000.00,3.07,24.00,950.00,183.00,383.00,182.00,33.97,-117.41
96700.00,2.12,43.00,2862.00,772.00,1878.00,675.00,33.98,-117.37
155000.00,1.64,29.00,1157.00,297.00,2027.00,253.00,33.97,-117.38
162500.00,2.15,10.00,642.00,176.00,462.00,186.00,33.98,-117.38
95800.00,1.12,27.00,1342.00,547.00,844.00,484.00,33.98,-117.37
114200.00,1.69,44.00,917.00,224.00,666.00,220.00,33.99,-117.37
82300.00,2.04,46.00,1680.00,453.00,1570.00,435.00,33.98,-117.36
92400.00,2.58,34.00,3676.00,697.00,2653.00,682.00,33.97,-117.37
79900.00,1.45,38.00,1156.00,241.00,877.00,200.00,33.97,-117.37
84800.00,1.95,40.00,1166.00,250.00,976.00,244.00,33.97,-117.37
125000.00,2.02,52.00,201.00,44.00,130.00,24.00,33.98,-117.37
112500.00,2.61,45.00,131.00,28.00,89.00,31.00,33.99,-117.35
85900.00,1.69,31.00,4163.00,1242.00,3928.00,1076.00,33.98,-117.35
122500.00,3.02,27.00,3960.00,886.00,2807.00,838.00,33.97,-117.35
82200.00,2.76,32.00,1625.00,335.00,1212.00,327.00,33.97,-117.36
80700.00,2.47,33.00,2070.00,469.00,1851.00,467.00,33.98,-117.36
216600.00,7.25,33.00,3974.00,548.00,1398.00,528.00,33.96,-117.37
235200.00,8.24,25.00,2396.00,316.00,951.00,314.00,33.96,-117.35
204800.00,7.66,28.00,1650.00,210.00,557.00,211.00,33.95,-117.35
219600.00,6.66,14.00,9286.00,1269.00,3565.00,1238.00,33.94,-117.37
315200.00,8.53,7.00,9376.00,1181.00,3570.00,1107.00,33.92,-117.36
136200.00,4.32,52.00,3307.00,553.00,1269.00,529.00,33.97,-117.39
150000.00,2.69,30.00,2953.00,703.00,1406.00,580.00,33.97,-117.38
129300.00,3.29,52.00,1992.00,345.00,948.00,358.00,33.96,-117.39
125500.00,3.58,51.00,1806.00,322.00,709.00,298.00,33.96,-117.40
117900.00,3.40,48.00,1915.00,348.00,1060.00,376.00,33.97,-117.39
148900.00,5.02,38.00,1383.00,238.00,649.00,232.00,33.97,-117.40
134800.00,3.86,41.00,1707.00,276.00,660.00,269.00,33.97,-117.40
118800.00,2.38,32.00,2837.00,617.00,1393.00,595.00,33.96,-117.41
123400.00,3.86,24.00,4481.00,901.00,2398.00,823.00,33.96,-117.41
157800.00,4.34,34.00,2316.00,365.00,956.00,389.00,33.97,-117.41
112500.00,12.54,29.00,124.00,22.00,50.00,18.00,33.96,-117.44
116500.00,3.87,28.00,3747.00,651.00,2399.00,646.00,33.96,-117.43
115300.00,3.73,31.00,914.00,177.00,556.00,161.00,33.95,-117.44
111500.00,3.14,46.00,2189.00,423.00,866.00,389.00,33.95,-117.40
117300.00,2.44,32.00,1979.00,491.00,954.00,444.00,33.95,-117.40
132100.00,2.96,37.00,1586.00,283.00,675.00,305.00,33.95,-117.41
123900.00,3.05,37.00,1462.00,257.00,849.00,287.00,33.95,-117.41
110800.00,2.82,32.00,4251.00,848.00,2494.00,798.00,33.95,-117.42
98100.00,2.75,33.00,2275.00,469.00,1691.00,459.00,33.96,-117.42
112700.00,3.02,27.00,2341.00,418.00,1272.00,415.00,33.96,-117.41
133800.00,3.45,30.00,3153.00,623.00,1544.00,575.00,33.96,-117.38
122900.00,3.17,36.00,1380.00,269.00,598.00,262.00,33.95,-117.39
120700.00,4.13,35.00,1599.00,284.00,721.00,287.00,33.95,-117.39
121400.00,1.16,43.00,633.00,166.00,292.00,135.00,33.95,-117.40
114400.00,4.08,49.00,2527.00,461.00,1344.00,451.00,33.96,-117.39
142600.00,4.35,32.00,2215.00,351.00,771.00,311.00,33.95,-117.37
140100.00,4.10,20.00,1682.00,296.00,706.00,291.00,33.94,-117.37
136800.00,4.06,21.00,2468.00,380.00,1164.00,385.00,33.94,-117.38
127900.00,4.83,26.00,3014.00,494.00,1832.00,485.00,33.93,-117.39
109100.00,3.71,35.00,3306.00,680.00,1742.00,673.00,33.95,-117.39
82700.00,3.05,30.00,1198.00,251.00,1019.00,214.00,33.94,-117.40
81300.00,2.22,35.00,1468.00,298.00,1168.00,261.00,33.93,-117.40
89300.00,4.02,35.00,793.00,150.00,669.00,128.00,33.93,-117.41
112000.00,3.59,37.00,987.00,187.00,551.00,191.00,33.94,-117.40
116000.00,3.15,42.00,943.00,171.00,466.00,203.00,33.94,-117.40
117600.00,2.87,33.00,2074.00,476.00,911.00,420.00,33.94,-117.41
112500.00,3.25,29.00,3181.00,714.00,1603.00,706.00,33.94,-117.41
125600.00,3.18,32.00,2885.00,595.00,1509.00,590.00,33.93,-117.42
118500.00,2.44,22.00,4179.00,1081.00,2096.00,1013.00,33.94,-117.41
113500.00,3.54,26.00,2420.00,532.00,1383.00,469.00,33.94,-117.42
113900.00,4.15,35.00,1764.00,325.00,1094.00,353.00,33.94,-117.42
104500.00,4.05,36.00,2284.00,444.00,1425.00,405.00,33.95,-117.43
113300.00,4.51,36.00,2386.00,396.00,1176.00,374.00,33.93,-117.43
129300.00,2.19,15.00,4836.00,1368.00,3012.00,1240.00,33.93,-117.43
109400.00,2.49,31.00,1273.00,262.00,686.00,254.00,33.93,-117.43
116000.00,4.63,34.00,1577.00,272.00,880.00,284.00,33.93,-117.44
103700.00,2.10,12.00,3539.00,869.00,1987.00,859.00,33.94,-117.45
114100.00,3.91,32.00,2349.00,452.00,1479.00,425.00,33.94,-117.44
126900.00,3.91,30.00,2992.00,516.00,1521.00,507.00,33.94,-117.44
118700.00,4.18,32.00,1814.00,320.00,903.00,306.00,33.94,-117.44
129900.00,4.38,33.00,1371.00,236.00,715.00,227.00,33.93,-117.44
113900.00,3.27,20.00,5998.00,1320.00,3185.00,1199.00,33.93,-117.45
110800.00,3.04,33.00,2433.00,525.00,1466.00,517.00,33.92,-117.44
121400.00,3.73,29.00,2320.00,422.00,1358.00,415.00,33.91,-117.45
113300.00,2.25,35.00,2552.00,588.00,1840.00,551.00,33.92,-117.45
113700.00,2.39,25.00,2886.00,583.00,2327.00,577.00,33.92,-117.39
314100.00,3.67,32.00,1263.00,178.00,508.00,180.00,33.90,-117.40
148700.00,4.28,23.00,4487.00,754.00,2609.00,778.00,33.90,-117.44
138000.00,4.32,15.00,14281.00,2511.00,7540.00,2245.00,33.91,-117.43
193800.00,7.72,4.00,80.00,10.00,55.00,13.00,33.89,-117.42
87800.00,2.71,25.00,1858.00,366.00,1311.00,331.00,34.01,-117.40
92000.00,2.64,34.00,1231.00,216.00,841.00,199.00,34.01,-117.41
97800.00,3.05,33.00,3084.00,570.00,1753.00,449.00,34.02,-117.43
162800.00,4.23,9.00,5455.00,882.00,3015.00,858.00,34.02,-117.42
86800.00,1.70,24.00,2316.00,599.00,1829.00,532.00,34.00,-117.40
